shipment_id,shipment_type,source_city,destination_city,material_type,quantity_tonnes,booking_date,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_days,delay_flag,shipping_cost,expedite_surcharge,stockout_cost_per_tonne,carrier,temperature_sensitive,remarks
SHP0116,Inbound,Chennai,Surat,Raw Yarn,11.2,2025-06-27,2025-06-30,2025-07-03,2025-06-30 05:00:00,2025-07-14 12:00:00,11.5,1,6101.14,1518.06,1388.75,VRL Cargo,No,Damaged
SHP0117,Inbound,Chennai,Surat,Finished Yarn,19.16,2025-09-16,2025-09-20,2025-09-22,2025-09-20 02:00:00,2025-09-21 09:36:00,-0.6,0,5049.74,3782.86,548.78,TCI Express,No,Damaged
SHP0118,Outbound,Surat,Madhya Pradesh,Semi-Processed Yarn,11.12,2025-10-16,2025-10-17,2025-10-22,2025-10-16 23:00:00,2025-10-24 07:12:00,2.3,1,5506.51,4531.63,1016.08,VRL Cargo,No,Expedited
SHP0119,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,18.22,2025-06-21,2025-06-24,2025-06-28,2025-06-24 02:00:00,2025-07-01 04:48:00,3.2,1,11351.69,4402.33,1367.29,TCI Express,No,Damaged
SHP0120,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,14.46,2025-09-09,2025-09-12,2025-09-15,2025-09-11 22:00:00,2025-09-18 21:36:00,3.9,1,8725.09,1634.42,1380.87,BlueDart,No,Held at warehouse
SHP0121,Inbound,Chennai,Surat,Raw Yarn,17.57,2025-01-09,2025-01-13,2025-01-16,2025-01-13 01:00:00,2025-01-16 09:36:00,0.4,1,7358.89,4328.54,1007.47,VRL Cargo,No,Normal
SHP0122,Outbound,Surat,Assam,Raw Yarn,1.12,2025-03-28,2025-03-31,2025-04-02,2025-03-31 03:00:00,2025-04-05 21:36:00,3.9,1,1410.24,3536.02,1039.99,VRL Cargo,No,Held at warehouse
SHP0123,Outbound,Surat,Uttarakhand,Finished Yarn,15.82,2025-02-02,2025-02-06,2025-02-09,2025-02-06 06:00:00,2025-02-14 14:24:00,5.6,1,10408.65,1410.04,1437.23,BlueDart,Yes,Expedited
SHP0124,Inbound,Punjab,Surat,Raw Yarn,14.07,2025-01-21,2025-01-23,2025-01-25,2025-01-23 06:00:00,2025-01-26 07:12:00,1.3,1,4948.76,2383.53,1120.92,BlueDart,Yes,Returned
SHP0125,Inbound,Gujarat,Surat,Raw Yarn,1.87,2025-09-19,2025-09-23,2025-09-29,2025-09-22 22:00:00,2025-10-07 02:24:00,8.1,1,1470.48,1088.49,823.61,Delhivery,No,Expedited
SHP0126,Outbound,Surat,Jaipur,Raw Yarn,10.28,2025-08-20,2025-08-23,2025-08-26,2025-08-22 20:00:00,2025-08-25 19:12:00,-0.2,0,5841.95,2704.73,951.39,GATI Logistics,No,Damaged
SHP0127,Inbound,Punjab,Surat,Raw Yarn,4.11,2025-08-27,2025-08-30,2025-09-04,2025-08-29 22:00:00,2025-09-07 09:36:00,3.4,1,2606.09,4803.45,651.06,GATI Logistics,No,Damaged
SHP0128,Inbound,Gujarat,Surat,Semi-Processed Yarn,9.21,2025-10-11,2025-10-13,2025-10-17,2025-10-12 22:00:00,2025-10-20 16:48:00,3.7,1,3908.83,4935.91,909.33,TCI Express,Yes,Returned
SHP0129,Outbound,Surat,Mumbai,Raw Yarn,17.99,2025-03-10,2025-03-11,2025-03-13,2025-03-11 09:00:00,2025-03-12 00:00:00,-1.0,0,8430.45,1636.98,703.7,VRL Cargo,No,Normal
SHP0130,Outbound,Surat,Madhya Pradesh,Finished Yarn,2.73,2025-02-16,2025-02-18,2025-02-21,2025-02-17 22:00:00,2025-02-27 07:12:00,6.3,1,2118.96,2176.67,1411.84,TCI Express,Yes,Returned
SHP0131,Inbound,Rajasthan,Surat,Semi-Processed Yarn,19.38,2025-02-25,2025-02-27,2025-03-01,2025-02-27 03:00:00,2025-02-28 00:00:00,-1.0,0,6912.58,1256.84,1081.97,Delhivery,No,Held at warehouse
SHP0132,Inbound,Gujarat,Surat,Finished Yarn,6.11,2025-08-28,2025-08-30,2025-09-05,2025-08-29 19:00:00,2025-09-08 19:12:00,3.8,1,1908.4,2569.97,979.94,GATI Logistics,Yes,Expedited
SHP0133,Inbound,Gujarat,Surat,Raw Yarn,12.4,2025-03-29,2025-04-01,2025-04-03,2025-04-01 03:00:00,2025-04-07 19:12:00,4.8,1,6529.71,1569.98,998.89,VRL Cargo,Yes,Returned
SHP0134,Inbound,Gujarat,Surat,Semi-Processed Yarn,12.74,2025-07-30,2025-08-02,2025-08-05,2025-08-02 06:00:00,2025-08-09 12:00:00,4.5,1,4490.17,4530.13,582.51,TCI Express,No,Held at warehouse
SHP0135,Inbound,Punjab,Surat,Finished Yarn,16.67,2025-04-18,2025-04-20,2025-04-23,2025-04-19 20:00:00,2025-04-28 00:00:00,5.0,1,5762.43,4806.2,624.22,BlueDart,No,Normal
SHP0136,Outbound,Surat,Kerala,Finished Yarn,18.03,2025-06-28,2025-07-01,2025-07-03,2025-06-30 20:00:00,2025-07-06 21:36:00,3.9,1,14140.58,3501.22,1283.42,Delhivery,Yes,Damaged
SHP0137,Inbound,Chennai,Surat,Finished Yarn,12.63,2025-05-26,2025-05-29,2025-06-03,2025-05-29 09:00:00,2025-06-09 02:24:00,6.1,1,6969.43,3926.36,581.63,VRL Cargo,No,Expedited
SHP0138,Inbound,Chennai,Surat,Semi-Processed Yarn,2.15,2025-03-16,2025-03-17,2025-03-23,2025-03-16 21:00:00,2025-03-26 09:36:00,3.4,1,2330.54,2347.58,682.12,Delhivery,No,Damaged
SHP0139,Inbound,Punjab,Surat,Finished Yarn,16.0,2025-07-17,2025-07-19,2025-07-22,2025-07-19 05:00:00,2025-07-25 12:00:00,3.5,1,6879.92,3720.91,572.2,TCI Express,No,Returned
SHP0140,Inbound,Rajasthan,Surat,Raw Yarn,1.58,2025-03-19,2025-03-21,2025-03-27,2025-03-21 09:00:00,2025-03-26 00:00:00,-1.0,0,2106.85,3515.06,1235.35,Delhivery,Yes,Damaged
SHP0141,Outbound,Surat,Kerala,Raw Yarn,15.59,2025-06-01,2025-06-04,2025-06-08,2025-06-03 23:00:00,2025-06-07 00:00:00,-1.0,0,7306.6,3390.89,1292.96,GATI Logistics,Yes,Returned
SHP0142,Inbound,Gujarat,Surat,Finished Yarn,13.45,2025-10-25,2025-10-27,2025-11-02,2025-10-27 06:00:00,2025-11-10 00:00:00,8.0,1,5899.28,4343.99,735.79,BlueDart,Yes,Expedited
SHP0143,Inbound,Rajasthan,Surat,Semi-Processed Yarn,15.74,2025-05-02,2025-05-05,2025-05-08,2025-05-05 07:00:00,2025-05-11 00:00:00,3.0,1,5393.36,2620.08,1092.92,VRL Cargo,No,Damaged
SHP0144,Outbound,Surat,Jaipur,Semi-Processed Yarn,12.01,2025-07-18,2025-07-19,2025-07-21,2025-07-19 05:00:00,2025-07-22 02:24:00,1.1,1,4885.78,4431.95,509.03,TCI Express,No,Held at warehouse
SHP0145,Outbound,Surat,Assam,Semi-Processed Yarn,12.18,2025-06-29,2025-07-01,2025-07-05,2025-07-01 04:00:00,2025-07-06 12:00:00,1.5,1,6439.07,1583.03,949.43,TCI Express,No,Held at warehouse
SHP0146,Outbound,Surat,Karnataka,Finished Yarn,12.17,2025-10-12,2025-10-14,2025-10-19,2025-10-14 06:00:00,2025-10-24 00:00:00,5.0,1,4693.49,3655.22,974.63,GATI Logistics,No,Normal
SHP0147,Inbound,Punjab,Surat,Raw Yarn,17.04,2025-08-30,2025-09-02,2025-09-07,2025-09-02 08:00:00,2025-09-07 12:00:00,0.5,1,5507.35,4746.42,539.34,TCI Express,Yes,Returned
SHP0148,Inbound,Gujarat,Surat,Raw Yarn,3.32,2025-05-16,2025-05-20,2025-05-26,2025-05-19 19:00:00,2025-05-28 02:24:00,2.1,1,1798.49,1593.37,1486.63,Delhivery,No,Returned
SHP0149,Outbound,Surat,Jaipur,Raw Yarn,19.34,2025-01-02,2025-01-06,2025-01-09,2025-01-06 02:00:00,2025-01-11 04:48:00,2.2,1,8977.05,3667.46,639.65,VRL Cargo,No,Returned
SHP0150,Inbound,Punjab,Surat,Semi-Processed Yarn,1.57,2025-04-03,2025-04-06,2025-04-09,2025-04-06 06:00:00,2025-04-12 04:48:00,3.2,1,2412.42,1375.6,1172.6,TCI Express,Yes,Normal
SHP0151,Outbound,Surat,Gujarat,Finished Yarn,9.43,2025-09-18,2025-09-19,2025-09-22,2025-09-18 20:00:00,2025-09-23 16:48:00,1.7,1,6525.6,3282.44,530.39,VRL Cargo,No,Returned
SHP0152,Inbound,Rajasthan,Surat,Raw Yarn,18.69,2025-07-26,2025-07-29,2025-08-02,2025-07-29 09:00:00,2025-08-03 21:36:00,1.9,1,9070.74,3604.93,606.59,VRL Cargo,Yes,Damaged
SHP0153,Outbound,Surat,Assam,Semi-Processed Yarn,13.5,2025-10-27,2025-10-28,2025-10-30,2025-10-28 09:00:00,2025-10-31 00:00:00,1.0,1,9467.11,2616.56,827.03,BlueDart,No,Damaged
SHP0154,Outbound,Surat,Jaipur,Raw Yarn,13.68,2025-08-31,2025-09-04,2025-09-06,2025-09-04 01:00:00,2025-09-08 14:24:00,2.6,1,7581.1,1480.84,1044.49,TCI Express,Yes,Damaged
SHP0155,Inbound,Uttar Pradesh,Surat,Finished Yarn,1.11,2025-04-08,2025-04-10,2025-04-16,2025-04-09 19:00:00,2025-04-20 14:24:00,4.6,1,1380.83,1909.08,573.2,VRL Cargo,Yes,Held at warehouse
SHP0156,Outbound,Surat,Karnataka,Semi-Processed Yarn,12.47,2025-07-20,2025-07-23,2025-07-25,2025-07-22 21:00:00,2025-07-24 00:00:00,-1.0,0,8096.89,4388.67,1414.24,Delhivery,No,Normal
SHP0157,Inbound,Punjab,Surat,Finished Yarn,16.46,2025-02-02,2025-02-03,2025-02-09,2025-02-03 05:00:00,2025-02-10 14:24:00,1.6,1,11047.18,3872.49,1455.52,Delhivery,No,Expedited
SHP0158,Inbound,Rajasthan,Surat,Semi-Processed Yarn,1.35,2025-02-28,2025-03-01,2025-03-07,2025-03-01 06:00:00,2025-03-06 00:00:00,-1.0,0,2084.52,2520.3,697.15,BlueDart,No,Damaged
SHP0159,Outbound,Surat,Gujarat,Finished Yarn,10.1,2025-02-28,2025-03-01,2025-03-06,2025-03-01 05:00:00,2025-03-05 09:36:00,-0.6,0,6844.02,3323.73,589.63,VRL Cargo,No,Expedited
SHP0160,Outbound,Surat,Karnataka,Raw Yarn,14.64,2025-04-30,2025-05-04,2025-05-07,2025-05-04 03:00:00,2025-05-06 00:00:00,-1.0,0,5514.94,4437.66,1299.78,BlueDart,No,Damaged
SHP0161,Inbound,Chennai,Surat,Semi-Processed Yarn,4.51,2025-03-30,2025-04-03,2025-04-09,2025-04-02 19:00:00,2025-04-15 04:48:00,6.2,1,2813.12,1449.22,502.58,GATI Logistics,Yes,Returned
SHP0162,Outbound,Surat,West Bengal,Raw Yarn,13.12,2025-06-04,2025-06-07,2025-06-10,2025-06-07 03:00:00,2025-06-11 19:12:00,1.8,1,5689.96,2443.09,1405.89,TCI Express,Yes,Returned
SHP0163,Outbound,Surat,Mumbai,Finished Yarn,15.63,2025-06-16,2025-06-18,2025-06-23,2025-06-18 06:00:00,2025-06-27 09:36:00,4.4,1,9941.59,4066.62,649.7,VRL Cargo,No,Expedited
SHP0164,Inbound,Punjab,Surat,Semi-Processed Yarn,9.05,2025-02-15,2025-02-16,2025-02-21,2025-02-15 20:00:00,2025-02-21 07:12:00,0.3,1,4809.31,1713.78,812.27,Delhivery,No,Normal
SHP0165,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,5.37,2025-03-03,2025-03-06,2025-03-08,2025-03-06 08:00:00,2025-03-14 09:36:00,6.4,1,2284.39,3388.19,1175.84,BlueDart,No,Returned
SHP0166,Inbound,Gujarat,Surat,Raw Yarn,9.41,2025-05-14,2025-05-17,2025-05-21,2025-05-17 01:00:00,2025-05-20 00:00:00,-1.0,0,5279.41,3412.88,837.23,BlueDart,Yes,Normal
SHP0167,Inbound,Gujarat,Surat,Finished Yarn,18.2,2025-08-20,2025-08-22,2025-08-28,2025-08-22 03:00:00,2025-08-27 00:00:00,-1.0,0,8888.23,4327.45,1169.6,GATI Logistics,No,Expedited
SHP0168,Outbound,Surat,Mumbai,Raw Yarn,2.33,2025-07-12,2025-07-14,2025-07-17,2025-07-13 21:00:00,2025-07-16 21:36:00,-0.1,0,1888.24,2332.01,1169.49,BlueDart,Yes,Held at warehouse
SHP0169,Inbound,Rajasthan,Surat,Raw Yarn,19.89,2025-07-18,2025-07-21,2025-07-24,2025-07-21 00:00:00,2025-07-23 00:00:00,-1.0,0,12252.66,1701.21,1190.0,VRL Cargo,No,Returned
SHP0170,Outbound,Surat,Assam,Raw Yarn,4.82,2025-06-10,2025-06-11,2025-06-13,2025-06-11 01:00:00,2025-06-13 02:24:00,0.1,1,3189.8,3659.65,1295.45,VRL Cargo,Yes,Returned
SHP0171,Outbound,Surat,Gujarat,Semi-Processed Yarn,18.62,2025-03-12,2025-03-14,2025-03-20,2025-03-13 19:00:00,2025-03-24 14:24:00,4.6,1,10980.05,3494.34,589.12,Delhivery,Yes,Expedited
SHP0172,Inbound,Punjab,Surat,Semi-Processed Yarn,15.35,2025-02-08,2025-02-12,2025-02-17,2025-02-11 20:00:00,2025-02-21 07:12:00,4.3,1,3847.61,1909.43,841.67,BlueDart,Yes,Damaged
SHP0173,Outbound,Surat,Uttarakhand,Raw Yarn,8.24,2025-04-14,2025-04-15,2025-04-17,2025-04-15 01:00:00,2025-04-16 12:00:00,-0.5,0,7025.04,1647.06,1286.28,GATI Logistics,No,Held at warehouse
SHP0174,Outbound,Surat,Kerala,Finished Yarn,11.92,2025-06-19,2025-06-21,2025-06-26,2025-06-21 09:00:00,2025-06-25 00:00:00,-1.0,0,5658.58,3511.8,1174.3,TCI Express,No,Damaged
SHP0175,Outbound,Surat,Gujarat,Semi-Processed Yarn,11.12,2025-08-05,2025-08-06,2025-08-11,2025-08-05 21:00:00,2025-08-11 09:36:00,0.4,1,4892.27,2384.4,1475.61,TCI Express,Yes,Expedited
SHP0176,Inbound,Punjab,Surat,Finished Yarn,13.18,2025-09-04,2025-09-05,2025-09-07,2025-09-04 22:00:00,2025-09-11 21:36:00,4.9,1,5414.78,4593.05,1329.33,BlueDart,No,Normal
SHP0177,Outbound,Surat,Karnataka,Semi-Processed Yarn,7.03,2025-10-13,2025-10-17,2025-10-23,2025-10-16 20:00:00,2025-10-23 04:48:00,0.2,1,3344.12,1319.86,1276.72,GATI Logistics,Yes,Returned
SHP0178,Outbound,Surat,Kerala,Raw Yarn,3.32,2025-06-28,2025-07-02,2025-07-07,2025-07-01 20:00:00,2025-07-08 09:36:00,1.4,1,2709.16,1001.33,517.69,Delhivery,No,Expedited
SHP0179,Outbound,Surat,Kerala,Finished Yarn,12.45,2025-04-20,2025-04-22,2025-04-28,2025-04-21 20:00:00,2025-04-29 09:36:00,1.4,1,7038.26,3477.99,797.36,VRL Cargo,Yes,Normal
SHP0180,Inbound,Rajasthan,Surat,Raw Yarn,9.18,2025-02-21,2025-02-22,2025-02-27,2025-02-22 08:00:00,2025-03-05 12:00:00,6.5,1,3297.35,3766.47,1118.05,Delhivery,No,Expedited
SHP0181,Inbound,Punjab,Surat,Semi-Processed Yarn,13.03,2025-03-10,2025-03-11,2025-03-16,2025-03-11 06:00:00,2025-03-20 19:12:00,4.8,1,9045.76,4168.37,904.8,TCI Express,Yes,Expedited
SHP0182,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,13.43,2025-04-17,2025-04-20,2025-04-26,2025-04-20 07:00:00,2025-04-25 00:00:00,-1.0,0,5480.82,2664.62,981.34,Delhivery,No,Expedited
SHP0183,Inbound,Rajasthan,Surat,Semi-Processed Yarn,1.36,2025-03-19,2025-03-23,2025-03-26,2025-03-23 07:00:00,2025-03-29 09:36:00,3.4,1,1237.16,4903.5,1301.54,BlueDart,Yes,Damaged
SHP0184,Outbound,Surat,Assam,Raw Yarn,19.23,2025-05-27,2025-05-28,2025-06-02,2025-05-28 05:00:00,2025-06-01 00:00:00,-1.0,0,10387.39,1392.33,988.24,TCI Express,No,Normal
SHP0185,Outbound,Surat,Mumbai,Semi-Processed Yarn,3.85,2025-04-08,2025-04-11,2025-04-15,2025-04-11 00:00:00,2025-04-14 00:00:00,-1.0,0,3266.69,1532.58,602.15,Delhivery,Yes,Damaged
SHP0186,Inbound,Punjab,Surat,Finished Yarn,13.52,2025-10-10,2025-10-14,2025-10-20,2025-10-13 19:00:00,2025-10-19 00:00:00,-1.0,0,5883.03,4607.05,961.48,TCI Express,No,Normal
SHP0187,Outbound,Surat,Jaipur,Raw Yarn,13.11,2025-07-17,2025-07-21,2025-07-23,2025-07-21 02:00:00,2025-07-23 02:24:00,0.1,1,6198.93,4953.1,943.27,Delhivery,No,Returned
SHP0188,Inbound,Gujarat,Surat,Finished Yarn,1.91,2025-01-12,2025-01-15,2025-01-17,2025-01-15 07:00:00,2025-01-19 12:00:00,2.5,1,1609.13,1142.28,1008.58,TCI Express,No,Damaged
SHP0189,Inbound,Gujarat,Surat,Raw Yarn,8.36,2025-05-19,2025-05-23,2025-05-28,2025-05-23 06:00:00,2025-06-01 00:00:00,4.0,1,3877.14,3198.46,1330.53,BlueDart,No,Normal
SHP0190,Inbound,Uttar Pradesh,Surat,Raw Yarn,2.31,2025-05-08,2025-05-09,2025-05-14,2025-05-08 19:00:00,2025-05-19 12:00:00,5.5,1,2230.86,3498.65,881.94,TCI Express,No,Held at warehouse
SHP0191,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,4.91,2025-02-06,2025-02-09,2025-02-11,2025-02-09 08:00:00,2025-02-14 09:36:00,3.4,1,3385.89,1500.93,974.34,Delhivery,Yes,Damaged
SHP0192,Outbound,Surat,Jaipur,Finished Yarn,3.17,2025-05-26,2025-05-30,2025-06-04,2025-05-29 20:00:00,2025-06-12 12:00:00,8.5,1,1820.41,4712.33,724.62,TCI Express,No,Normal
SHP0193,Outbound,Surat,Gujarat,Semi-Processed Yarn,8.07,2025-05-10,2025-05-12,2025-05-14,2025-05-11 22:00:00,2025-05-14 12:00:00,0.5,1,2728.52,4547.7,1145.81,TCI Express,Yes,Held at warehouse
SHP0194,Inbound,Punjab,Surat,Finished Yarn,6.43,2025-09-02,2025-09-06,2025-09-08,2025-09-06 06:00:00,2025-09-07 16:48:00,-0.3,0,3963.51,4020.17,960.54,BlueDart,Yes,Damaged
SHP0195,Inbound,Gujarat,Surat,Semi-Processed Yarn,17.0,2025-08-07,2025-08-11,2025-08-16,2025-08-11 00:00:00,2025-08-17 14:24:00,1.6,1,13719.78,1172.69,664.81,GATI Logistics,Yes,Returned
SHP0196,Outbound,Surat,Mumbai,Semi-Processed Yarn,3.5,2025-08-06,2025-08-10,2025-08-14,2025-08-10 01:00:00,2025-08-14 21:36:00,0.9,1,3391.03,3168.95,1090.35,VRL Cargo,Yes,Returned
SHP0197,Inbound,Uttar Pradesh,Surat,Raw Yarn,10.66,2025-03-31,2025-04-03,2025-04-09,2025-04-03 03:00:00,2025-04-11 12:00:00,2.5,1,5076.53,2846.23,509.33,Delhivery,Yes,Expedited
SHP0198,Inbound,Chennai,Surat,Finished Yarn,5.69,2025-08-06,2025-08-10,2025-08-14,2025-08-10 04:00:00,2025-08-13 09:36:00,-0.6,0,3318.0,3969.39,1315.12,GATI Logistics,No,Expedited
SHP0199,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,12.68,2025-07-26,2025-07-28,2025-07-30,2025-07-28 04:00:00,2025-07-31 14:24:00,1.6,1,9308.45,1044.13,1249.55,VRL Cargo,Yes,Normal
SHP0200,Inbound,Punjab,Surat,Raw Yarn,15.41,2025-07-23,2025-07-27,2025-07-31,2025-07-26 23:00:00,2025-08-02 00:00:00,2.0,1,4983.55,3573.46,1280.4,Delhivery,No,Normal
SHP0201,Inbound,Gujarat,Surat,Raw Yarn,5.13,2025-02-11,2025-02-14,2025-02-20,2025-02-13 19:00:00,2025-02-20 19:12:00,0.8,1,3331.89,3569.3,564.85,TCI Express,Yes,Normal
SHP0202,Inbound,Punjab,Surat,Finished Yarn,12.02,2025-06-18,2025-06-21,2025-06-24,2025-06-21 08:00:00,2025-06-23 00:00:00,-1.0,0,6236.62,4300.2,998.26,Delhivery,Yes,Damaged
SHP0203,Inbound,Uttar Pradesh,Surat,Raw Yarn,2.46,2025-01-18,2025-01-20,2025-01-23,2025-01-19 21:00:00,2025-01-27 19:12:00,4.8,1,1641.02,2312.77,934.02,Delhivery,No,Damaged
SHP0204,Outbound,Surat,Mumbai,Raw Yarn,2.68,2025-03-08,2025-03-11,2025-03-15,2025-03-11 09:00:00,2025-03-19 00:00:00,4.0,1,3398.51,3570.26,921.25,TCI Express,No,Damaged
SHP0205,Outbound,Surat,Jaipur,Finished Yarn,13.09,2025-08-24,2025-08-25,2025-08-30,2025-08-24 23:00:00,2025-09-04 14:24:00,5.6,1,4575.04,2338.05,526.2,TCI Express,Yes,Normal
SHP0206,Inbound,Chennai,Surat,Raw Yarn,1.46,2025-09-07,2025-09-09,2025-09-11,2025-09-09 05:00:00,2025-09-10 00:00:00,-1.0,0,2075.18,2037.19,929.66,VRL Cargo,No,Returned
SHP0207,Outbound,Surat,Uttarakhand,Finished Yarn,17.58,2025-09-10,2025-09-11,2025-09-13,2025-09-10 22:00:00,2025-09-17 02:24:00,4.1,1,4470.5,3911.76,996.46,BlueDart,No,Returned
SHP0208,Inbound,Rajasthan,Surat,Finished Yarn,9.3,2025-08-07,2025-08-11,2025-08-16,2025-08-11 06:00:00,2025-08-17 16:48:00,1.7,1,4292.99,3627.82,1456.61,Delhivery,No,Normal
SHP0209,Outbound,Surat,Madhya Pradesh,Finished Yarn,2.31,2025-01-18,2025-01-20,2025-01-25,2025-01-20 08:00:00,2025-01-24 02:24:00,-0.9,0,1619.18,4037.59,949.74,Delhivery,Yes,Damaged
SHP0210,Inbound,Chennai,Surat,Semi-Processed Yarn,15.76,2025-01-20,2025-01-22,2025-01-26,2025-01-21 22:00:00,2025-01-25 02:24:00,-0.9,0,8451.55,2383.68,815.19,BlueDart,No,Damaged
SHP0211,Inbound,Gujarat,Surat,Semi-Processed Yarn,15.67,2025-01-26,2025-01-27,2025-01-31,2025-01-27 01:00:00,2025-02-02 04:48:00,2.2,1,8254.42,4150.85,1124.43,TCI Express,No,Held at warehouse
SHP0212,Inbound,Chennai,Surat,Finished Yarn,10.4,2025-10-21,2025-10-22,2025-10-25,2025-10-21 23:00:00,2025-10-28 12:00:00,3.5,1,5448.11,4888.02,1108.53,TCI Express,Yes,Normal
SHP0213,Outbound,Surat,Madhya Pradesh,Semi-Processed Yarn,7.64,2025-02-04,2025-02-05,2025-02-10,2025-02-05 00:00:00,2025-02-09 12:00:00,-0.5,0,4448.93,1459.08,1360.14,GATI Logistics,No,Expedited
SHP0214,Inbound,Uttar Pradesh,Surat,Finished Yarn,14.73,2025-01-21,2025-01-24,2025-01-26,2025-01-23 20:00:00,2025-01-27 12:00:00,1.5,1,4827.49,2938.79,665.77,Delhivery,No,Normal
SHP0215,Inbound,Rajasthan,Surat,Finished Yarn,18.97,2025-09-12,2025-09-15,2025-09-18,2025-09-15 01:00:00,2025-09-19 14:24:00,1.6,1,6662.73,3050.01,1306.4,GATI Logistics,No,Returned
SHP0216,Inbound,Gujarat,Surat,Finished Yarn,9.73,2025-01-16,2025-01-20,2025-01-26,2025-01-19 22:00:00,2025-01-31 09:36:00,5.4,1,6037.5,4016.43,517.95,Delhivery,Yes,Expedited
SHP0217,Outbound,Surat,Gujarat,Raw Yarn,3.4,2025-07-17,2025-07-18,2025-07-22,2025-07-18 06:00:00,2025-07-24 07:12:00,2.3,1,2020.89,1260.82,963.93,BlueDart,No,Normal
SHP0218,Outbound,Surat,Gujarat,Semi-Processed Yarn,18.28,2025-06-11,2025-06-13,2025-06-18,2025-06-13 01:00:00,2025-06-21 21:36:00,3.9,1,9771.96,4102.45,1464.48,Delhivery,Yes,Returned
SHP0219,Outbound,Surat,Kerala,Raw Yarn,4.87,2025-06-06,2025-06-08,2025-06-13,2025-06-08 02:00:00,2025-06-12 14:24:00,-0.4,0,3382.08,4660.36,1033.03,VRL Cargo,No,Held at warehouse
SHP0220,Outbound,Surat,West Bengal,Raw Yarn,4.0,2025-07-28,2025-08-01,2025-08-05,2025-08-01 07:00:00,2025-08-09 19:12:00,4.8,1,2869.57,4934.09,640.71,VRL Cargo,Yes,Returned
SHP0221,Outbound,Surat,Madhya Pradesh,Raw Yarn,4.84,2025-02-25,2025-03-01,2025-03-06,2025-03-01 08:00:00,2025-03-06 07:12:00,0.3,1,2456.31,4529.67,1303.6,GATI Logistics,Yes,Returned
SHP0222,Inbound,Rajasthan,Surat,Semi-Processed Yarn,10.6,2025-10-18,2025-10-20,2025-10-26,2025-10-19 23:00:00,2025-10-30 19:12:00,4.8,1,5567.75,4988.31,1479.78,BlueDart,Yes,Held at warehouse
SHP0223,Inbound,Punjab,Surat,Finished Yarn,13.47,2025-02-08,2025-02-11,2025-02-15,2025-02-10 20:00:00,2025-02-22 09:36:00,7.4,1,4838.27,4893.83,836.84,Delhivery,Yes,Normal
SHP0224,Inbound,Uttar Pradesh,Surat,Raw Yarn,6.63,2025-10-03,2025-10-04,2025-10-09,2025-10-04 06:00:00,2025-10-11 16:48:00,2.7,1,6140.4,3606.67,814.06,GATI Logistics,No,Damaged
SHP0225,Outbound,Surat,Jaipur,Finished Yarn,5.83,2025-09-03,2025-09-07,2025-09-10,2025-09-07 04:00:00,2025-09-10 14:24:00,0.6,1,2266.86,1567.89,847.94,TCI Express,No,Held at warehouse
SHP0226,Inbound,Uttar Pradesh,Surat,Raw Yarn,9.56,2025-08-13,2025-08-16,2025-08-18,2025-08-15 23:00:00,2025-08-19 02:24:00,1.1,1,7264.81,2015.9,531.12,BlueDart,No,Normal
SHP0227,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,15.05,2025-02-01,2025-02-03,2025-02-08,2025-02-02 22:00:00,2025-02-07 04:48:00,-0.8,0,6979.14,2117.1,1142.88,Delhivery,No,Normal
SHP0228,Inbound,Uttar Pradesh,Surat,Raw Yarn,14.19,2025-06-03,2025-06-05,2025-06-11,2025-06-04 21:00:00,2025-06-14 12:00:00,3.5,1,7694.9,4036.99,1403.61,GATI Logistics,Yes,Held at warehouse
SHP0229,Outbound,Surat,Assam,Semi-Processed Yarn,5.42,2025-08-31,2025-09-01,2025-09-04,2025-09-01 05:00:00,2025-09-08 14:24:00,4.6,1,2628.93,2788.22,960.36,BlueDart,No,Normal
SHP0230,Inbound,Rajasthan,Surat,Raw Yarn,17.43,2025-06-13,2025-06-15,2025-06-19,2025-06-14 22:00:00,2025-06-22 00:00:00,3.0,1,5015.28,1108.7,1466.24,VRL Cargo,No,Returned
SHP0231,Outbound,Surat,Uttarakhand,Finished Yarn,3.42,2025-08-01,2025-08-05,2025-08-09,2025-08-04 22:00:00,2025-08-13 04:48:00,4.2,1,3323.63,3236.74,1128.24,BlueDart,Yes,Damaged
SHP0232,Outbound,Surat,Mumbai,Semi-Processed Yarn,11.12,2025-07-10,2025-07-12,2025-07-18,2025-07-12 07:00:00,2025-07-21 19:12:00,3.8,1,3397.86,1184.49,1067.17,GATI Logistics,No,Normal
SHP0233,Outbound,Surat,Karnataka,Finished Yarn,6.39,2025-09-05,2025-09-06,2025-09-08,2025-09-05 22:00:00,2025-09-13 04:48:00,5.2,1,3396.07,4509.05,830.41,TCI Express,No,Held at warehouse
